"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Cell_Type"
"Ppp2r2d",4.646843470293e-07,-0.346761904896868,0.421,0.553,0.008486065545449,"aEC"
"Uqcrq",5.68028068649512e-09,-0.323943488482791,0.605,0.74,0.0001037332858967,"aEC"
"Tcea1",7.92445778942662e-07,-0.309435433410183,0.521,0.661,0.0144716448150509,"aEC"
"Serinc3",1.3619924190998e-17,0.302189277117258,0.984,0.976,2.48727055576006e-13,"aEC"
"Arpc5",1.32215767585007e-06,-0.288373415045579,0.542,0.671,0.0241452434763739,"aEC"
"Ankrd12",2.10993387446795e-06,0.286388661889212,0.795,0.757,0.0385316124155337,"aEC"
"Cebpg",2.49424878485816e-06,-0.282687089218679,0.415,0.545,0.0455499713090797,"aEC"
"Hsp90b1",2.33251118952045e-09,-0.279543223220293,0.894,0.946,4.25963193430224e-05,"aEC"
"Atp5a1",6.45620384505911e-07,-0.25624331420349,0.656,0.77,0.0117903194618469,"aEC"
"Rps6",2.00441520207593e-10,-0.251030426157084,0.913,0.959,3.66046304203107e-06,"aEC"
